0.0,1.0000
0.005,1.0000
0.01,0.9957
0.015,0.9479
0.02,0.7707
0.025,0.5564
0.03,0.4486
0.035,0.4143
0.04,0.1907
0.045,0.1429
0.05,0.1429
0.055,0.1429
0.06,0.1236
0.065,0.0079
0.07,0.0000
